qseqid,strain,contig,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,position
group8192,3248-50,3248-50_06960,unitig_0,96.88,128,4,0,1,128,1646235,1646108,2.00E-56,215,2248
group11611,3301-106,3301-106_07181,unitig_0,98.69,459,6,0,1,459,1646334,1645876,0,815,2249
group8028,3288-93,3288-93_07305,unitig_0,96.58,555,19,0,1,555,1646430,1645876,0,920,2250
group8074,3244-46,3244-46_00998,unitig_0,96.77,744,24,0,1,744,1646619,1645876,0,1242,2251
group14208,3366-151A,3366-151A_03581,unitig_0,98.62,579,8,0,1,579,1646623,1647201,0,1026,2252
group7286,3313-118,3313-118_07178,unitig_0,98.45,709,11,0,1,709,1646623,1647331,0,1249,2253
group7608,3313-118,3313-118_03533,unitig_0,98.46,714,11,0,1,714,1646623,1647336,0,1258,2254
group14214,3376-154B,3376-154B_06913,unitig_0,98.72,546,7,0,1,546,1646656,1647201,0,970,2255
group9933,3266-70,3266-70_07267,unitig_0,99.34,608,4,0,1,608,1646715,1646108,0,1101,2256
group14482,3331-132,3331-132_07182,unitig_0,98.04,102,2,0,82,183,1646941,1646840,3.00E-45,178,2257
group8228,3279-84,3279-84_07244,unitig_0,96.68,1144,36,2,1,1143,1647018,1645876,0,1901,2258
group16329,3355-146B,3355-146B_05205,unitig_0,90.6,149,13,1,460,608,1647179,1647326,3.00E-50,196,2259
group15891,3250-52,3250-52_02438,unitig_0,91.18,68,6,0,1,68,1647249,1647182,8.00E-20,93.5,2260
group4395,3240-42,3240-42_01404,unitig_0,92.51,414,31,0,1,414,1647249,1646836,5.00E-170,593,2261
group7285,3219-16,3219-16_02177,unitig_0,93.92,395,24,0,1,395,1647249,1646855,5.00E-171,597,2262
group7307,3207-4,3207-4_05056,unitig_0,93.31,1480,97,2,1,1479,1647249,1645771,0,2183,2263
group9893,3280-85,3280-85_04794,unitig_0,98.57,1332,15,4,1,1330,1647249,1645920,0,2351,2264
group9986,3312-117,3312-117_07250,unitig_0,96.16,1172,45,0,1,1172,1647249,1646078,0,1916,2265
group7602,3254-56,3254-56_00594,unitig_0,98.59,710,10,0,1,710,1650833,1651542,0,1256,2266
group2832,3211-8,3211-8_01653,unitig_0,95.07,2151,106,0,1,2151,1653993,1651843,0,3386,2267
group17431,3401-168C,3401-168C_03952,unitig_0,98.75,642,7,1,1,642,1655556,1654916,0,1140,2268
group2833,3210-7,3210-7_06972,unitig_0,94.66,1311,70,0,1,1311,1655556,1654246,0,2034,2269
group2834,3213-10,3213-10_06847,unitig_0,98.65,444,6,0,1,444,1656069,1655626,0,787,2270
group2835,3208-5,3208-5_00016,unitig_0,91.19,954,78,4,1,954,1656373,1657320,0,1291,2271
group2836,3215-12,3215-12_05928,unitig_0,92.47,876,66,0,1,876,1658218,1657343,0,1253,2272
group2837,3215-12,3215-12_05929,unitig_0,92.78,693,47,1,1,693,1659069,1658380,0,1000,2273
group2838,3215-12,3215-12_05930,unitig_0,94.46,938,52,0,1,938,1660128,1659191,0,1445,2274
group2839,3210-7,3210-7_06978,unitig_0,93.78,707,44,0,2,708,1660831,1660125,0,1062,2275
group2840,3210-7,3210-7_06979,unitig_0,92.79,111,8,0,1,111,1660944,1660834,1.00E-40,161,2276
group2841,3215-12,3215-12_05933,unitig_0,93.46,780,51,0,1,780,1661723,1660944,0,1158,2277
group2842,3207-4,3207-4_06944,unitig_0,90,520,50,2,7,525,1662109,1662627,0,671,2278
group2845,3212-9,3212-9_02840,unitig_0,91.58,380,28,3,1,378,1663170,1662793,2.00E-148,521,2279
group2846,3213-10,3213-10_06835,unitig_0,90.5,684,47,7,1,672,1663914,1663237,0,887,2280
group2847,3215-12,3215-12_05939,unitig_0,93.19,587,40,0,1,587,1664199,1664785,0,863,2281
group6176,3246-48,3246-48_03224,unitig_0,74.9,243,44,16,332,567,1664536,1664768,1.00E-19,95.3,2282
group2848,3214-11,3214-11_02101,unitig_0,91.87,812,66,0,1,812,1665653,1664842,0,1134,2283
group2849,3213-10,3213-10_06832,unitig_0,92.59,783,58,0,1,783,1666440,1665658,0,1125,2284
group2850,3211-8,3211-8_01671,unitig_0,96.26,1549,58,0,1,1549,1667995,1666447,0,2540,2285
group2851,3214-11,3214-11_02104,unitig_0,95.94,789,32,0,1,789,1668229,1669017,0,1280,2286
group2852,3215-12,3215-12_05944,unitig_0,95.32,1026,48,0,1,1026,1670081,1669056,0,1629,2287
group2853,3212-9,3212-9_06960,unitig_0,94.09,711,42,0,1,711,1670800,1670090,0,1081,2288
group2854,3215-12,3215-12_05946,unitig_0,93.52,1189,77,0,1,1189,1672096,1670908,0,1770,2289
group2855,3207-4,3207-4_06931,unitig_0,94.04,1107,66,0,1,1107,1673274,1672168,0,1679,2290
group6068,3247-49,3247-49_05196,unitig_0,88.85,511,54,3,1,510,1673669,1674177,2.00E-179,625,2291
group2856,3210-7,3210-7_06659,unitig_0,92.16,204,16,0,1,204,1674287,1674490,1.00E-78,289,2292
group2857,3209-6,3209-6_04327,unitig_0,95.41,327,15,0,1,327,1674918,1674592,2.00E-148,521,2293
group2858,3213-10,3213-10_05993,unitig_0,90.09,333,15,10,1,315,1676111,1675779,9.00E-117,416,2294
group11234,3289-94,3289-94_03396,unitig_0,97.51,201,5,0,1,201,1676470,1676270,3.00E-95,344,2295
group6067,3240-42,3240-42_01854,unitig_0,92.82,209,14,1,1,208,1676560,1676352,2.00E-82,302,2296
group13728,3371-152C,3371-152C_06767,unitig_0,100,189,0,0,1,189,1676760,1676572,5.00E-97,350,2297
group3547,3208-5,3208-5_02623,unitig_0,95.31,639,30,0,1,639,1677225,1676587,0,1014,2298
group3548,3213-10,3213-10_03001,unitig_0,95.86,870,36,0,1,870,1677379,1678248,0,1408,2299
group2859,3214-11,3214-11_02114,unitig_0,87.77,728,85,4,1,726,1678525,1679250,0,848,2300
group2862,3210-7,3210-7_06651,unitig_0,93.69,222,14,0,1,222,1679786,1680007,6.00E-92,333,2301
group2863,3213-10,3213-10_05998,unitig_0,93.6,828,53,0,1,828,1680887,1680060,0,1236,2302
group2864,3207-4,3207-4_06920,unitig_0,94.6,870,47,0,1,870,1681866,1680997,0,1347,2303
group2865,3212-9,3212-9_06974,unitig_0,98.29,117,2,0,1,117,1682049,1682165,7.00E-54,206,2304
group2866,3208-5,3208-5_00049,unitig_0,95.51,156,7,0,1,156,1682536,1682381,4.00E-67,250,2305
group9561,3258-60,3258-60_05083,unitig_0,99.1,111,1,0,1,111,1682761,1682871,3.00E-52,200,2306
group2868,3207-4,3207-4_06916,unitig_0,93.73,255,16,0,1,255,1683424,1683678,7.00E-107,383,2307
group13445,3213-10,3213-10_06004,unitig_0,94.33,282,16,0,1,282,1684075,1683794,8.00E-122,433,2308
group2869,3208-5,3208-5_00053,unitig_0,93.31,1898,117,9,1,1893,1684295,1686187,0,2793,2309
group2870,3209-6,3209-6_04343,unitig_0,93.71,1017,64,0,1,1017,1686196,1687212,0,1524,2310
group2871,3215-12,3215-12_05966,unitig_0,94.59,813,44,0,1,813,1687222,1688034,0,1258,2311
group2872,3212-9,3212-9_06982,unitig_0,93.17,498,34,0,1,498,1688036,1688533,0,732,2312
group2873,3215-12,3215-12_05968,unitig_0,95.59,1224,54,0,1,1224,1688530,1689753,0,1962,2313
group2874,3209-6,3209-6_04347,unitig_0,91.32,657,57,0,1,657,1690426,1689770,0,898,2314
group2882,3208-5,3208-5_00065,unitig_0,92.64,435,32,0,1,435,1690886,1690452,5.00E-180,627,2315
group2883,3207-4,3207-4_06901,unitig_0,95.76,1956,83,0,1,1956,1692907,1690952,0,3153,2316
group16618,3337-135B,3337-135B_07198,unitig_0,97.28,588,16,0,1,588,1693594,1693007,0,998,2317
group2884,3210-7,3210-7_06629,unitig_0,93.19,1072,71,2,10,1080,1694077,1693007,0,1574,2318
group2885,3208-5,3208-5_00068,unitig_0,92.87,519,37,0,1,519,1695387,1694869,0,754,2319
group5230,3210-7,3210-7_06552,unitig_0,93.72,1146,72,0,1,1146,1696672,1695527,0,1718,2320
group5231,3215-12,3215-12_06810,unitig_0,96.14,1087,42,0,1,1087,1696756,1697842,0,1775,2321
group5232,3207-4,3207-4_06896,unitig_0,87.47,471,55,3,1,469,1698357,1697889,8.00E-154,540,2322
group5233,3207-4,3207-4_06895,unitig_0,95.7,1629,70,0,1,1629,1700059,1698431,0,2621,2323
group5234,3208-5,3208-5_00073,unitig_0,90.42,522,44,5,1,522,1700718,1700203,0,682,2324
group5235,3209-6,3209-6_04363,unitig_0,93,771,54,0,1,771,1701620,1700850,0,1125,2325
group5236,3213-10,3213-10_06027,unitig_0,94.78,900,47,0,1,900,1702716,1701817,0,1402,2326
group5237,3210-7,3210-7_06545,unitig_0,94.25,2103,118,2,1,2103,1702936,1705035,0,3210,2327
group5238,3216-13,3216-13_02555,unitig_0,94.47,1140,57,2,1,1134,1705226,1706365,0,1751,2328
group4299,3215-12,3215-12_06799,unitig_0,96.79,1216,39,0,1,1216,1706482,1707697,0,2030,2329
group16883,3378-155A,3378-155A_04146,unitig_0,90.7,129,12,0,1,129,1708177,1708049,8.00E-44,172,2330
group4300,3214-11,3214-11_02154,unitig_0,94.34,459,26,0,1,459,1708177,1707719,0,704,2331
group4301,3212-9,3212-9_03328,unitig_0,92.43,423,29,2,1,420,1708306,1708728,3.00E-172,601,2332
group4302,3209-6,3209-6_04374,unitig_0,92.26,1137,84,4,2,1136,1709866,1708732,0,1609,2333
group4303,3211-8,3211-8_01726,unitig_0,94.98,618,31,0,1,618,1710586,1709969,0,970,2334
group4304,3207-4,3207-4_06881,unitig_0,95.73,585,25,0,1,585,1711170,1710586,0,942,2335
group4305,3214-11,3214-11_02160,unitig_0,95.02,1104,52,2,1,1101,1711285,1712388,0,1731,2336
group10382,3294-99B,3294-99B_05800,unitig_0,99.77,858,2,0,1,858,1713248,1712391,0,1574,2337
group4306,3213-10,3213-10_06777,unitig_0,95.07,1986,98,0,1,1986,1715337,1713352,0,3125,2338
group4307,3208-5,3208-5_00090,unitig_0,91.08,527,47,0,1,527,1715986,1715460,0,713,2339
group4308,3212-9,3212-9_03336,unitig_0,95.45,396,18,0,1,396,1716396,1716001,0,632,2340
group4309,3215-12,3215-12_06403,unitig_0,94.63,447,24,0,1,447,1716848,1716402,0,693,2341
group4310,3213-10,3213-10_06781,unitig_0,95.12,615,30,0,1,615,1717156,1717770,0,970,2342
group4311,3209-6,3209-6_04383,unitig_0,95.81,453,19,0,1,453,1717796,1718248,0,732,2343
group4312,3210-7,3210-7_06526,unitig_0,95.02,963,48,0,1,963,1718365,1719327,0,1513,2344
group4313,3208-5,3208-5_00096,unitig_0,96.09,435,17,0,1,435,1719831,1719397,0,710,2345
group4314,3207-4,3207-4_06871,unitig_0,91.04,792,71,0,1,792,1720714,1719923,0,1070,2346
group4315,3210-7,3210-7_06523,unitig_0,94.06,606,36,0,10,615,1721017,1721622,0,920,2347
group4316,3212-9,3212-9_03344,unitig_0,95.54,516,23,0,1,516,1721843,1722358,0,826,2348
group19670,3301-106,3301-106_05667,unitig_0,93.24,547,35,2,1,546,1722731,1722186,0,804,2349
group4317,3214-11,3214-11_02172,unitig_0,91.78,961,77,2,1,960,1722734,1723693,0,1336,2350
group4318,3209-6,3209-6_04390,unitig_0,97.03,606,18,0,1,606,1724074,1724679,0,1020,2351
group4319,3212-9,3212-9_03347,unitig_0,93.64,786,50,0,1,786,1724885,1725670,0,1175,2352
group4320,3210-7,3210-7_06518,unitig_0,91.21,1582,107,15,1,1551,1725826,1727406,0,2122,2353
group4321,3210-7,3210-7_06517,unitig_0,89.86,276,25,2,1,276,1727520,1727792,2.00E-97,351,2354
group4322,3210-7,3210-7_06516,unitig_0,95.21,438,21,0,1,438,1728318,1727881,0,693,2355
group4323,3207-4,3207-4_06862,unitig_0,93.45,1404,92,0,1,1404,1729783,1728380,0,2084,2356
group4324,3215-12,3215-12_06418,unitig_0,93.61,438,28,0,1,438,1730137,1730574,0,654,2357
group4325,3208-5,3208-5_00108,unitig_0,92.25,1200,93,0,1,1200,1731777,1730578,0,1701,2358
group19643,3273-78,3273-78_06608,unitig_0,92.5,160,11,1,1,159,1731943,1732102,3.00E-60,228,2359
group4326,3217-14,3217-14_00097,unitig_0,95.28,445,21,0,1,445,1731943,1732387,0,706,2360
group13156,3231-32,3231-32_02910,unitig_0,90.16,244,23,1,1,243,1732017,1731774,7.00E-87,316,2361
group13157,3231-32,3231-32_02911,unitig_0,97.27,220,6,0,1,220,1732168,1732387,4.00E-104,374,2362
group10507,3388-161,3388-161_05582,unitig_0,95.24,42,2,0,109,150,1732351,1732392,5.00E-12,67.6,2363
group4327,3214-11,3214-11_02183,unitig_0,96.99,765,23,0,1,765,1732637,1733401,0,1286,2364
group4328,3207-4,3207-4_06857,unitig_0,93.59,983,63,0,1,983,1733401,1734383,0,1467,2365
group4329,3210-7,3210-7_04795,unitig_0,95.61,387,17,0,1,387,1734802,1734416,2.00E-178,621,2366
group2742,3209-6,3209-6_04402,unitig_0,94.92,1416,72,0,1,1416,1736287,1734872,0,2217,2367
group2743,3207-4,3207-4_06854,unitig_0,92.93,495,35,0,1,495,1736530,1737024,0,721,2368
group2744,3212-9,3212-9_03361,unitig_0,92.46,517,39,0,1,517,1737109,1737625,0,739,2369
group2745,3210-7,3210-7_04791,unitig_0,90.98,366,33,0,1,366,1737949,1738314,5.00E-140,494,2370
group16391,3319-122B,3319-122B_04818,unitig_0,98.1,316,6,0,1,316,1738710,1738395,2.00E-157,551,2371
group6066,3243-45,3243-45_06618,unitig_0,93.79,644,40,0,1,644,1739037,1738394,0,968,2372
group2746,3209-6,3209-6_04406,unitig_0,94.69,716,34,3,1,714,1740011,1739298,0,1109,2373
group2747,3207-4,3207-4_02192,unitig_0,93.86,912,56,0,1,912,1740454,1741365,0,1375,2374
group2748,3210-7,3210-7_04787,unitig_0,93.34,706,45,2,1,705,1741430,1742134,0,1042,2375
group2749,3210-7,3210-7_04786,unitig_0,92.83,2022,133,8,1,2022,1742210,1744219,0,2920,2376
group6065,3247-49,3247-49_05105,unitig_0,97.34,1129,28,2,1,1128,1744334,1745461,0,1917,2377
group7496,3215-12,3215-12_06031,unitig_0,95.58,113,5,0,1,113,1744334,1744446,7.00E-46,182,2378
group14330,3248-50,3248-50_07051,unitig_0,99.2,250,2,0,1,250,1744582,1744333,2.00E-127,451,2379
group7480,3387-160,3387-160_06049,unitig_0,95.56,721,32,0,1,721,1744739,1745459,0,1155,2380
group16469,3397-166B,3397-166B_05104,unitig_0,98.96,288,3,0,1,288,1745035,1744748,8.00E-147,516,2381
group9406,3248-50,3248-50_07052,unitig_0,97.21,717,20,0,1,717,1745380,1744664,0,1214,2382
group6064,3246-48,3246-48_07334,unitig_0,95.74,399,17,0,1,399,1745715,1746113,0,643,2383
group2750,3211-8,3211-8_01764,unitig_0,95.22,460,22,0,2,461,1746267,1746726,0,728,2384
group2751,3211-8,3211-8_01765,unitig_0,94.29,315,18,0,1,315,1746946,1747260,9.00E-137,483,2385
group2752,3208-5,3208-5_00125,unitig_0,93.13,393,27,0,1,393,1747695,1747303,5.00E-165,577,2386
group2753,3215-12,3215-12_06035,unitig_0,93.74,1533,96,0,1,1533,1749632,1748100,0,2300,2387
group2754,3209-6,3209-6_04416,unitig_0,94.15,513,29,1,1,512,1750249,1749737,0,780,2388
group2755,3210-7,3210-7_04779,unitig_0,93.13,786,54,0,1,786,1751051,1750266,0,1153,2389
group2756,3211-8,3211-8_01770,unitig_0,94.8,654,34,0,1,654,1751714,1751061,0,1020,2390
group2757,3212-9,3212-9_03376,unitig_0,91.44,993,85,0,1,993,1752703,1751711,0,1363,2391
group2758,3209-6,3209-6_04420,unitig_0,93.12,378,26,0,1,378,1753175,1752798,2.00E-158,555,2392
group2759,3211-8,3211-8_01773,unitig_0,92.13,267,21,0,1,267,1753298,1753564,4.00E-105,377,2393
group2760,3212-9,3212-9_03379,unitig_0,90.56,1006,71,10,24,1005,1754694,1753689,0,1310,2394
group2761,3209-6,3209-6_04423,unitig_0,91.34,381,33,0,1,381,1755159,1754779,2.00E-148,521,2395
group15505,3337-135B,3337-135B_06388,unitig_0,97.84,278,6,0,5,282,1755246,1755523,3.00E-136,481,2396
group2762,3214-11,3214-11_02208,unitig_0,92.96,1137,80,0,1,1137,1755567,1756703,0,1657,2397
group2763,3215-12,3215-12_06045,unitig_0,96.69,363,12,0,1,363,1756727,1757089,2.00E-173,604,2398
group2764,3211-8,3211-8_01778,unitig_0,95.78,2865,121,0,1,2865,1757089,1759953,0,4621,2399
group2765,3215-12,3215-12_06047,unitig_0,94.46,1047,58,0,1,1047,1760117,1761163,0,1613,2400
group5306,3211-8,3211-8_00080,unitig_0,74.65,217,44,11,370,582,1760756,1760965,8.00E-17,86.1,2401
group10327,3322-126A,3322-126A_06245,unitig_0,92.86,994,69,2,1,993,1762187,1761195,0,1441,2402
group6062,3210-7,3210-7_03697,unitig_0,70.92,2036,529,57,43,2046,1763439,1761435,1.00E-117,422,2403
group8313,3322-126A,3322-126A_06246,unitig_0,96.52,1236,43,0,1,1236,1763480,1762245,0,2045,2404
group2766,3214-11,3214-11_02212,unitig_0,94.44,306,17,0,1,306,1764173,1764478,2.00E-133,472,2405
group2767,3212-9,3212-9_03386,unitig_0,96.42,391,14,0,1,391,1765725,1765335,0,645,2406
group2768,3208-5,3208-5_00141,unitig_0,94.75,381,20,0,1,381,1766199,1765819,5.00E-170,593,2407
group2769,3212-9,3212-9_03388,unitig_0,95.73,1242,53,0,1,1242,1767453,1766212,0,2001,2408
group2770,3211-8,3211-8_01784,unitig_0,92.47,1275,96,0,1,1275,1768740,1767466,0,1823,2409
group2771,3214-11,3214-11_02217,unitig_0,95.56,721,31,1,36,756,1769485,1768766,0,1153,2410
group10687,3276-81,3276-81_02874,unitig_0,100,177,0,0,1,177,1769590,1769766,2.00E-90,327,2411
group2772,3211-8,3211-8_01786,unitig_0,97.56,246,6,0,1,246,1769850,1769605,1.00E-118,422,2412
group2773,3208-5,3208-5_00146,unitig_0,94.63,1470,79,0,1,1470,1771321,1769852,0,2278,2413
group19152,3248-50,3248-50_07243,unitig_0,91.5,494,42,0,1,494,1771960,1771467,0,680,2414
group2774,3215-12,3215-12_06056,unitig_0,91.34,1166,101,0,1,1166,1772632,1771467,0,1594,2415
group2775,3212-9,3212-9_03394,unitig_0,95.58,678,30,0,1,678,1772850,1773527,0,1086,2416
group2776,3207-4,3207-4_02222,unitig_0,93.96,1176,71,0,1,1176,1773672,1774847,0,1779,2417
group16404,3397-166B,3397-166B_04786,unitig_0,98.69,534,7,0,1,534,1774314,1774847,0,948,2418
group7165,3210-7,3210-7_04757,unitig_0,90.02,481,46,2,1,480,1775323,1774844,3.00E-178,621,2419
group2777,3209-6,3209-6_04440,unitig_0,91.18,1100,97,0,1,1100,1776486,1775387,0,1495,2420
group2778,3207-4,3207-4_02225,unitig_0,95.86,1257,52,0,1,1257,1776616,1777872,0,2034,2421
group8538,3213-10,3213-10_00050,unitig_0,90.88,307,26,2,1,306,1778239,1777934,4.00E-115,411,2422
group6059,3245-47,3245-47_05017,unitig_0,99.58,1662,7,0,1,1662,1778480,1780141,0,3031,2423
group8805,3272-77,3272-77_03018,unitig_0,100,324,0,0,1,324,1779818,1780141,9.00E-172,599,2424
group2779,3210-7,3210-7_04753,unitig_0,93.56,3403,211,8,1,3399,1783582,1780184,0,5064,2425
group2780,3215-12,3215-12_06064,unitig_0,94.73,474,25,0,1,474,1783707,1784180,0,737,2426
group2781,3210-7,3210-7_04751,unitig_0,95.17,828,40,0,1,828,1784177,1785004,0,1308,2427
group2782,3210-7,3210-7_04750,unitig_0,91.9,1345,80,14,1,1341,1785109,1786428,0,1853,2428
group2783,3210-7,3210-7_04749,unitig_0,96.04,1564,62,0,1,1564,1786568,1788131,0,2545,2429
group2784,3215-12,3215-12_06068,unitig_0,91.34,404,31,4,1,402,1788141,1788542,1.00E-156,549,2430
group2785,3207-4,3207-4_02233,unitig_0,95.6,318,14,0,1,318,1788884,1788567,4.00E-145,510,2431
group2786,3209-6,3209-6_04450,unitig_0,97.97,493,10,0,1,493,1789472,1788980,0,856,2432
group2787,3208-5,3208-5_00162,unitig_0,94.18,1083,63,0,1,1083,1789656,1790738,0,1652,2433
group2788,3209-6,3209-6_04452,unitig_0,96.02,678,27,0,1,678,1790800,1791477,0,1103,2434
group2789,3208-5,3208-5_00164,unitig_0,95.74,727,29,2,1,726,1791474,1792199,0,1170,2435
group2790,3207-4,3207-4_02238,unitig_0,91.56,486,41,0,1,486,1792202,1792687,0,671,2436
group2791,3214-11,3214-11_01446,unitig_0,93.44,1296,84,1,1,1296,1792806,1794100,0,1921,2437
group16401,3384-157C,3384-157C_07521,unitig_0,99.84,616,0,1,1,615,1794196,1794811,0,1131,2438
group5514,3224-21,3224-21_04644,unitig_0,98.92,1386,15,0,1,1386,1794196,1795581,0,2477,2439
group18991,3404-170B,3404-170B_07473,unitig_0,100,115,0,0,1,115,1794634,1794748,6.00E-56,213,2440
group14165,3340-137A,3340-137A_07289,unitig_0,100,594,0,0,1,594,1795242,1794649,0,1098,2441
group2792,3212-9,3212-9_03413,unitig_0,95.39,434,20,0,1,434,1796203,1795770,0,691,2442
group2174,3214-11,3214-11_01448,unitig_0,90.84,808,72,2,1,807,1797164,1796358,0,1081,2443
group2173,3214-11,3214-11_01449,unitig_0,94.77,555,29,0,1,555,1797340,1797894,0,865,2444
group2172,3207-4,3207-4_02243,unitig_0,94.82,2298,119,0,1,2298,1797991,1800288,0,3585,2445
group15026,3279-84,3279-84_04525,unitig_0,84.93,73,9,2,765,836,1798996,1798925,8.00E-13,73.1,2446
group2171,3210-7,3210-7_04736,unitig_0,98.3,765,13,0,1,765,1800561,1801325,0,1341,2447
group2170,3215-12,3215-12_06309,unitig_0,97.12,243,7,0,1,243,1801341,1801583,3.00E-115,411,2448
group2169,3209-6,3209-6_04462,unitig_0,95.32,555,26,0,1,555,1801628,1802182,0,881,2449
group2168,3207-4,3207-4_02247,unitig_0,94.64,672,36,0,1,672,1802179,1802850,0,1042,2450
group2167,3208-5,3208-5_00175,unitig_0,94.3,386,19,3,12,396,1802943,1803326,2.00E-168,588,2451
group2166,3208-5,3208-5_00176,unitig_0,87.26,259,31,2,1,258,1803611,1803354,4.00E-80,294,2452
group2165,3215-12,3215-12_06314,unitig_0,91.77,1471,121,0,12,1482,1803641,1805111,0,2047,2453
group18279,3227-25,3227-25_07465,unitig_0,99.52,210,1,0,1,210,1804902,1805111,6.00E-107,383,2454
group12135,3274-79,3274-79_06681,unitig_0,90,100,7,3,483,580,1805114,1805212,3.00E-29,126,2455
group16023,3359-148A,3359-148A_02324,unitig_0,100,705,0,0,1,705,1806013,1805309,0,1303,2456
group2163,3214-11,3214-11_01459,unitig_0,94.86,2236,113,2,1,2235,1807315,1809549,0,3491,2457
group2162,3207-4,3207-4_02253,unitig_0,96.57,233,8,0,1,233,1809569,1809801,5.00E-108,387,2458
group2161,3215-12,3215-12_06318,unitig_0,87.92,1184,133,9,1,1176,1811019,1809838,0,1386,2459
group2159,3213-10,3213-10_00082,unitig_0,97.32,336,9,0,1,336,1811663,1811998,2.00E-163,571,2460
group2158,3213-10,3213-10_00083,unitig_0,92.62,1206,89,0,1,1206,1812136,1813341,0,1735,2461
group2157,3214-11,3214-11_01466,unitig_0,95.55,1281,57,0,1,1281,1813378,1814658,0,2050,2462
group18196,3258-60,3258-60_04604,unitig_0,99.44,355,1,1,1,354,1814763,1815117,0,643,2463
group6057,3207-4,3207-4_02260,unitig_0,93.81,840,52,0,1,840,1814763,1815602,0,1264,2464
group6056,3209-6,3209-6_04477,unitig_0,97.26,474,13,0,1,474,1815677,1816150,0,804,2465
group16698,3329-130B,3329-130B_04668,unitig_0,93.42,228,15,0,1,228,1815923,1816150,1.00E-93,339,2466
group2156,3212-9,3212-9_03433,unitig_0,95.15,825,40,0,1,825,1816998,1816174,0,1303,2467
group2155,3211-8,3211-8_01829,unitig_0,94.44,828,46,0,1,828,1817866,1817039,0,1275,2468
group2154,3212-9,3212-9_03435,unitig_0,95.63,870,38,0,1,870,1818782,1817913,0,1397,2469
group2153,3208-5,3208-5_00192,unitig_0,94.73,930,49,0,1,930,1819772,1818843,0,1447,2470
group2152,3212-9,3212-9_03437,unitig_0,95.79,618,26,0,1,618,1820492,1819875,0,998,2471
group18721,3337-135B,3337-135B_06452,unitig_0,90.56,540,48,1,1,537,1821256,1820717,0,712,2472
group2151,3216-13,3216-13_02668,unitig_0,93.47,1515,97,2,2,1515,1822230,1820717,0,2248,2473
group6055,3242-44,3242-44_03827,unitig_0,100,291,0,0,1,291,1822679,1822389,2.00E-153,538,2474
group2150,3208-5,3208-5_00195,unitig_0,98.38,1176,19,0,1,1176,1823891,1822716,0,2067,2475
group2149,3208-5,3208-5_00196,unitig_0,96.02,804,32,0,1,804,1824791,1823988,0,1308,2476
group2148,3209-6,3209-6_07120,unitig_0,94.46,831,46,0,1,831,1825602,1824772,0,1280,2477
group2147,3208-5,3208-5_00198,unitig_0,93.14,2040,138,2,1,2039,1827646,1825608,0,2990,2478
group2146,3209-6,3209-6_07122,unitig_0,89.98,529,51,2,1,528,1828271,1827744,0,682,2479
group2145,3214-11,3214-11_01478,unitig_0,97.61,1212,29,0,1,1212,1828459,1829670,0,2078,2480
group14334,3268-72,3268-72_01682,unitig_0,98.1,105,2,0,1,105,1829566,1829670,3.00E-47,183,2481
group2144,3207-4,3207-4_02274,unitig_0,95.08,447,22,0,1,447,1829742,1830188,0,704,2482
group19189,3275-80,3275-80_07454,unitig_0,92.4,171,13,0,7,177,1830018,1830188,2.00E-65,244,2483
