,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qends,start,send,evalue,bitscore,gene,strain,contig
1540,group2474|3206-3|3206-3_02165,unitig_0_chrom|quiver,100.0,210,0,0,1,210,1902374,1902165,1.28e-108,388.0,group2474,3206-3,3206-3_02165
1539,group2473|3206-3|3206-3_02166,unitig_0_chrom|quiver,100.0,570,0,0,1,570,1902958,1902389,0.0,1053.0,group2473,3206-3,3206-3_02166
1538,group2472|3206-3|3206-3_02167,unitig_0_chrom|quiver,100.0,363,0,0,1,363,1903452,1903090,0.0,671.0,group2472,3206-3,3206-3_02167
1537,group2471|3206-3|3206-3_02168,unitig_0_chrom|quiver,100.0,534,0,0,1,534,1903998,1903465,0.0,987.0,group2471,3206-3,3206-3_02168
1536,group2470|3206-3|3206-3_02169,unitig_0_chrom|quiver,100.0,399,0,0,1,399,1904439,1904041,0.0,737.0,group2470,3206-3,3206-3_02169
1534,group2469|3206-3|3206-3_02170,unitig_0_chrom|quiver,100.0,306,0,0,1,306,1904757,1904452,8.3e-162,566.0,group2469,3206-3,3206-3_02170
1533,group2468|3206-3|3206-3_02171,unitig_0_chrom|quiver,100.0,558,0,0,1,558,1905347,1904790,0.0,1031.0,group2468,3206-3,3206-3_02171
1532,group2467|3206-3|3206-3_02172,unitig_0_chrom|quiver,100.0,309,0,0,1,309,1905648,1905340,1.8e-163,571.0,group2467,3206-3,3206-3_02172
1531,group2466|3206-3|3206-3_02173,unitig_0_chrom|quiver,100.0,369,0,0,1,369,1906028,1905660,0.0,682.0,group2466,3206-3,3206-3_02173
1530,group2465|3206-3|3206-3_02174,unitig_0_chrom|quiver,100.0,240,0,0,1,240,1906526,1906287,3.11e-125,444.0,group2465,3206-3,3206-3_02174
1529,group2464|3206-3|3206-3_02175,unitig_0_chrom|quiver,100.0,201,0,0,1,201,1906739,1906539,1.23e-103,372.0,group2464,3206-3,3206-3_02175
1528,group2463|3206-3|3206-3_02176,unitig_0_chrom|quiver,100.0,414,0,0,1,414,1907165,1906752,0.0,765.0,group2463,3206-3,3206-3_02176
1527,group2462|3206-3|3206-3_02177,unitig_0_chrom|quiver,100.0,732,0,0,1,732,1907933,1907202,0.0,1352.0,group2462,3206-3,3206-3_02177
1526,group2461|3206-3|3206-3_02178,unitig_0_chrom|quiver,100.0,390,0,0,1,390,1908322,1907933,0.0,721.0,group2461,3206-3,3206-3_02178
1525,group2460|3206-3|3206-3_02179,unitig_0_chrom|quiver,100.0,279,0,0,1,279,1908603,1908325,7.67e-147,516.0,group2460,3206-3,3206-3_02179
1523,group2459|3206-3|3206-3_02180,unitig_0_chrom|quiver,100.0,837,0,0,1,837,1909455,1908619,0.0,1546.0,group2459,3206-3,3206-3_02180
1522,group2458|3206-3|3206-3_02181,unitig_0_chrom|quiver,100.0,294,0,0,1,294,1909760,1909467,3.72e-155,544.0,group2458,3206-3,3206-3_02181
1521,group2457|3206-3|3206-3_02182,unitig_0_chrom|quiver,100.0,621,0,0,1,621,1910377,1909757,0.0,1147.0,group2457,3206-3,3206-3_02182
1520,group2456|3206-3|3206-3_02183,unitig_0_chrom|quiver,100.0,642,0,0,1,642,1911032,1910391,0.0,1186.0,group2456,3206-3,3206-3_02183
1519,group2455|3206-3|3206-3_02184,unitig_0_chrom|quiver,100.0,309,0,0,1,309,1911380,1911072,1.8e-163,571.0,group2455,3206-3,3206-3_02184
1499,group2439|3206-3|3206-3_02201,unitig_0_chrom|quiver,100.0,1176,0,0,1,1176,1912710,1911535,0.0,2172.0,group2439,3206-3,3206-3_02201
1517,group2454|3206-3|3206-3_02185,unitig_0_chrom|quiver,100.0,1176,0,0,1,1176,1912710,1911535,0.0,2172.0,group2454,3206-3,3206-3_02185
1516,group2453|3206-3|3206-3_02186,unitig_0_chrom|quiver,100.0,2100,0,0,1,2100,1914878,1912779,0.0,3879.0,group2453,3206-3,3206-3_02186
1515,group2452|3206-3|3206-3_02187,unitig_0_chrom|quiver,100.0,471,0,0,1,471,1915378,1914908,0.0,870.0,group2452,3206-3,3206-3_02187
1514,group2451|3206-3|3206-3_02188,unitig_0_chrom|quiver,100.0,372,0,0,1,372,1915827,1915456,0.0,688.0,group2451,3206-3,3206-3_02188
1513,group2450|3206-3|3206-3_02189,unitig_0_chrom|quiver,100.0,294,0,0,1,294,1916324,1916617,3.72e-155,544.0,group2450,3206-3,3206-3_02189
1511,group2449|3206-3|3206-3_02190,unitig_0_chrom|quiver,100.0,4209,0,0,1,4209,1920968,1916760,0.0,7773.0,group2449,3206-3,3206-3_02190
1510,group2448|3206-3|3206-3_02191,unitig_0_chrom|quiver,100.0,4140,0,0,1,4140,1925298,1921159,0.0,7646.0,group2448,3206-3,3206-3_02191
1509,group2447|3206-3|3206-3_02192,unitig_0_chrom|quiver,100.0,378,0,0,1,378,1925939,1925562,0.0,699.0,group2447,3206-3,3206-3_02192
1508,group2446|3206-3|3206-3_02193,unitig_0_chrom|quiver,100.0,519,0,0,1,519,1926516,1925998,0.0,959.0,group2446,3206-3,3206-3_02193
1507,group2445|3206-3|3206-3_02194,unitig_0_chrom|quiver,100.0,702,0,0,1,702,1927547,1926846,0.0,1297.0,group2445,3206-3,3206-3_02194
1506,group2444|3206-3|3206-3_02195,unitig_0_chrom|quiver,100.0,432,0,0,1,432,1927983,1927552,0.0,798.0,group2444,3206-3,3206-3_02195
1505,group2443|3206-3|3206-3_02196,unitig_0_chrom|quiver,100.0,531,0,0,1,531,1928691,1928161,0.0,981.0,group2443,3206-3,3206-3_02196
1504,group2442|3206-3|3206-3_02197,unitig_0_chrom|quiver,100.0,201,0,0,1,201,1928909,1928709,1.23e-103,372.0,group2442,3206-3,3206-3_02197
1503,group2441|3206-3|3206-3_02199,unitig_0_chrom|quiver,100.0,894,0,0,1,894,1930242,1929349,0.0,1652.0,group2441,3206-3,3206-3_02199
1502,group2440|3206-3|3206-3_02200,unitig_0_chrom|quiver,100.0,135,0,0,1,135,1930548,1930414,3.81e-67,250.0,group2440,3206-3,3206-3_02200
1500,group2439|3206-3|3206-3_02201,unitig_0_chrom|quiver,100.0,1176,0,0,1,1176,1931926,1930751,0.0,2172.0,group2439,3206-3,3206-3_02201
1518,group2454|3206-3|3206-3_02185,unitig_0_chrom|quiver,100.0,1176,0,0,1,1176,1931926,1930751,0.0,2172.0,group2454,3206-3,3206-3_02185
1498,group2438|3206-3|3206-3_02204,unitig_0_chrom|quiver,100.0,891,0,0,1,891,1932662,1933552,0.0,1646.0,group2438,3206-3,3206-3_02204
1497,group2437|3206-3|3206-3_02205,unitig_0_chrom|quiver,100.0,159,0,0,1,159,1933881,1934039,2.1e-80,294.0,group2437,3206-3,3206-3_02205
1496,group2436|3206-3|3206-3_02206,unitig_0_chrom|quiver,100.0,138,0,0,1,138,1934104,1934241,8.4e-69,255.0,group2436,3206-3,3206-3_02206
700,group1694|3206-3|3206-3_02208,unitig_0_chrom|quiver,100.0,774,0,0,1,774,1935153,1935926,0.0,1430.0,group1694,3206-3,3206-3_02208
701,group1695|3206-3|3206-3_02209,unitig_0_chrom|quiver,100.0,516,0,0,1,516,1935931,1936446,0.0,953.0,group1695,3206-3,3206-3_02209
702,group1696|3206-3|3206-3_02210,unitig_0_chrom|quiver,100.0,1026,0,0,1,1026,1936481,1937506,0.0,1895.0,group1696,3206-3,3206-3_02210
703,group1697|3206-3|3206-3_02211,unitig_0_chrom|quiver,100.0,666,0,0,1,666,1938234,1937569,0.0,1230.0,group1697,3206-3,3206-3_02211
704,group1698|3206-3|3206-3_02212,unitig_0_chrom|quiver,100.0,2169,0,0,1,2169,1940464,1938296,0.0,4006.0,group1698,3206-3,3206-3_02212
705,group1699|3206-3|3206-3_02213,unitig_0_chrom|quiver,100.0,651,0,0,1,651,1941204,1940554,0.0,1203.0,group1699,3206-3,3206-3_02213
706,group1700|3206-3|3206-3_02214,unitig_0_chrom|quiver,100.0,996,0,0,1,996,1942215,1941220,0.0,1840.0,group1700,3206-3,3206-3_02214
707,group1701|3206-3|3206-3_02215,unitig_0_chrom|quiver,100.0,771,0,0,1,771,1943008,1942238,0.0,1424.0,group1701,3206-3,3206-3_02215
708,group1702|3206-3|3206-3_02216,unitig_0_chrom|quiver,100.0,987,0,0,1,987,1944053,1943067,0.0,1823.0,group1702,3206-3,3206-3_02216
709,group1704|3206-3|3206-3_02218,unitig_0_chrom|quiver,100.0,1479,0,0,1,1479,1946668,1945190,0.0,2732.0,group1704,3206-3,3206-3_02218
710,group1705|3206-3|3206-3_02219,unitig_0_chrom|quiver,100.0,1029,0,0,1,1029,1948020,1946992,0.0,1901.0,group1705,3206-3,3206-3_02219
711,group1706|3206-3|3206-3_02220,unitig_0_chrom|quiver,100.0,2430,0,0,1,2430,1950781,1948352,0.0,4488.0,group1706,3206-3,3206-3_02220
712,group1707|3206-3|3206-3_02221,unitig_0_chrom|quiver,100.0,1179,0,0,1,1179,1952365,1951187,0.0,2178.0,group1707,3206-3,3206-3_02221
713,group1708|3206-3|3206-3_02222,unitig_0_chrom|quiver,100.0,2874,0,0,1,2874,1953067,1955940,0.0,5308.0,group1708,3206-3,3206-3_02222
714,group1709|3206-3|3206-3_02223,unitig_0_chrom|quiver,100.0,1659,0,0,1,1659,1958015,1956357,0.0,3064.0,group1709,3206-3,3206-3_02223
715,group1710|3206-3|3206-3_02224,unitig_0_chrom|quiver,100.0,957,0,0,1,957,1958195,1959151,0.0,1768.0,group1710,3206-3,3206-3_02224
716,group1711|3206-3|3206-3_02225,unitig_0_chrom|quiver,100.0,1290,0,0,1,1290,1959148,1960437,0.0,2383.0,group1711,3206-3,3206-3_02225
717,group1712|3206-3|3206-3_02226,unitig_0_chrom|quiver,100.0,621,0,0,1,621,1960515,1961135,0.0,1147.0,group1712,3206-3,3206-3_02226
718,group1713|3206-3|3206-3_02227,unitig_0_chrom|quiver,100.0,1143,0,0,1,1143,1961135,1962277,0.0,2111.0,group1713,3206-3,3206-3_02227
719,group1714|3206-3|3206-3_02228,unitig_0_chrom|quiver,100.0,2655,0,0,1,2655,1962526,1965180,0.0,4903.0,group1714,3206-3,3206-3_02228
720,group1715|3206-3|3206-3_02229,unitig_0_chrom|quiver,100.0,2373,0,0,1,2373,1965182,1967554,0.0,4383.0,group1715,3206-3,3206-3_02229
721,group1716|3206-3|3206-3_02230,unitig_0_chrom|quiver,100.0,453,0,0,1,453,1967678,1968130,0.0,837.0,group1716,3206-3,3206-3_02230
722,group1717|3206-3|3206-3_02231,unitig_0_chrom|quiver,100.0,1185,0,0,1,1185,1968385,1969569,0.0,2189.0,group1717,3206-3,3206-3_02231
723,group1718|3206-3|3206-3_02232,unitig_0_chrom|quiver,100.0,168,0,0,1,168,1969662,1969829,2.22e-85,311.0,group1718,3206-3,3206-3_02232
724,group1719|3206-3|3206-3_02233,unitig_0_chrom|quiver,100.0,1374,0,0,1,1374,1971953,1970580,0.0,2538.0,group1719,3206-3,3206-3_02233
725,group1720|3206-3|3206-3_02234,unitig_0_chrom|quiver,100.0,372,0,0,1,372,1972343,1971972,0.0,688.0,group1720,3206-3,3206-3_02234
726,group1721|3206-3|3206-3_02235,unitig_0_chrom|quiver,100.0,309,0,0,1,309,1972476,1972784,1.8e-163,571.0,group1721,3206-3,3206-3_02235
727,group1722|3206-3|3206-3_02236,unitig_0_chrom|quiver,100.0,675,0,0,1,675,1972787,1973461,0.0,1247.0,group1722,3206-3,3206-3_02236
728,group1723|3206-3|3206-3_02237,unitig_0_chrom|quiver,100.0,594,0,0,1,594,1974029,1973436,0.0,1098.0,group1723,3206-3,3206-3_02237
729,group1724|3206-3|3206-3_02238,unitig_0_chrom|quiver,100.0,1290,0,0,1,1290,1974100,1975389,0.0,2383.0,group1724,3206-3,3206-3_02238
730,group1725|3206-3|3206-3_02239,unitig_0_chrom|quiver,100.0,1266,0,0,1,1266,1975469,1976734,0.0,2338.0,group1725,3206-3,3206-3_02239
731,group1726|3206-3|3206-3_02240,unitig_0_chrom|quiver,100.0,3498,0,0,1,3498,1980306,1976809,0.0,6460.0,group1726,3206-3,3206-3_02240
732,group1727|3206-3|3206-3_02242,unitig_0_chrom|quiver,100.0,465,0,0,1,465,1980808,1981272,0.0,859.0,group1727,3206-3,3206-3_02242
733,group1728|3206-3|3206-3_02243,unitig_0_chrom|quiver,100.0,684,0,0,1,684,1982083,1981400,0.0,1264.0,group1728,3206-3,3206-3_02243
734,group1729|3206-3|3206-3_02244,unitig_0_chrom|quiver,100.0,1305,0,0,1,1305,1983402,1982098,0.0,2410.0,group1729,3206-3,3206-3_02244
735,group1730|3206-3|3206-3_02245,unitig_0_chrom|quiver,100.0,1323,0,0,1,1323,1984740,1983418,0.0,2444.0,group1730,3206-3,3206-3_02245
736,group1731|3206-3|3206-3_02246,unitig_0_chrom|quiver,100.0,276,0,0,1,276,1985606,1985331,3.53e-145,510.0,group1731,3206-3,3206-3_02246
737,group1732|3206-3|3206-3_02247,unitig_0_chrom|quiver,100.0,405,0,0,1,405,1986194,1985790,0.0,749.0,group1732,3206-3,3206-3_02247
738,group1733|3206-3|3206-3_02248,unitig_0_chrom|quiver,100.0,1671,0,0,1,1671,1987867,1986197,0.0,3086.0,group1733,3206-3,3206-3_02248
739,group1734|3206-3|3206-3_02249,unitig_0_chrom|quiver,100.0,765,0,0,1,765,1988649,1987885,0.0,1413.0,group1734,3206-3,3206-3_02249
740,group1735|3206-3|3206-3_02250,unitig_0_chrom|quiver,100.0,1446,0,0,1,1446,1990094,1988649,0.0,2671.0,group1735,3206-3,3206-3_02250
741,group1736|3206-3|3206-3_02251,unitig_0_chrom|quiver,100.0,1512,0,0,1,1512,1991624,1990113,0.0,2793.0,group1736,3206-3,3206-3_02251
742,group1737|3206-3|3206-3_02252,unitig_0_chrom|quiver,100.0,2001,0,0,1,2001,1993624,1991624,0.0,3696.0,group1737,3206-3,3206-3_02252
743,group1738|3206-3|3206-3_02253,unitig_0_chrom|quiver,100.0,309,0,0,1,309,1993940,1993632,1.8e-163,571.0,group1738,3206-3,3206-3_02253
744,group1739|3206-3|3206-3_02254,unitig_0_chrom|quiver,100.0,615,0,0,1,615,1994578,1993964,0.0,1136.0,group1739,3206-3,3206-3_02254
745,group1740|3206-3|3206-3_02255,unitig_0_chrom|quiver,100.0,492,0,0,1,492,1995214,1994723,0.0,909.0,group1740,3206-3,3206-3_02255
746,group1741|3206-3|3206-3_02256,unitig_0_chrom|quiver,100.0,1044,0,0,1,1044,1996298,1995255,0.0,1929.0,group1741,3206-3,3206-3_02256
747,group1742|3206-3|3206-3_02257,unitig_0_chrom|quiver,100.0,2082,0,0,1,2082,1998392,1996311,0.0,3845.0,group1742,3206-3,3206-3_02257
748,group1743|3206-3|3206-3_02258,unitig_0_chrom|quiver,100.0,717,0,0,1,717,1999327,1998611,0.0,1325.0,group1743,3206-3,3206-3_02258
749,group1744|3206-3|3206-3_02259,unitig_0_chrom|quiver,100.0,1305,0,0,1,1305,2000634,1999330,0.0,2410.0,group1744,3206-3,3206-3_02259
750,group1745|3206-3|3206-3_02260,unitig_0_chrom|quiver,100.0,1167,0,0,1,1167,2001811,2000645,0.0,2156.0,group1745,3206-3,3206-3_02260
751,group1746|3206-3|3206-3_02261,unitig_0_chrom|quiver,100.0,273,0,0,1,273,2002100,2001828,1.62e-143,505.0,group1746,3206-3,3206-3_02261
752,group1747|3206-3|3206-3_02262,unitig_0_chrom|quiver,100.0,1191,0,0,1,1191,2003290,2002100,0.0,2200.0,group1747,3206-3,3206-3_02262
753,group1748|3206-3|3206-3_02263,unitig_0_chrom|quiver,100.0,603,0,0,1,603,2003960,2003358,0.0,1114.0,group1748,3206-3,3206-3_02263
754,group1749|3206-3|3206-3_02264,unitig_0_chrom|quiver,100.0,585,0,0,1,585,2004563,2003979,0.0,1081.0,group1749,3206-3,3206-3_02264
755,group1750|3206-3|3206-3_02265,unitig_0_chrom|quiver,100.0,369,0,0,1,369,2004922,2004554,0.0,682.0,group1750,3206-3,3206-3_02265
756,group1751|3206-3|3206-3_02269,unitig_0_chrom|quiver,100.0,399,0,0,1,399,2005985,2006383,0.0,737.0,group1751,3206-3,3206-3_02269
757,group1753|3206-3|3206-3_02271,unitig_0_chrom|quiver,100.0,549,0,0,1,549,2007851,2007303,0.0,1014.0,group1753,3206-3,3206-3_02271
758,group1754|3206-3|3206-3_02272,unitig_0_chrom|quiver,100.0,354,0,0,1,354,2008338,2007985,0.0,654.0,group1754,3206-3,3206-3_02272
759,group1755|3206-3|3206-3_02273,unitig_0_chrom|quiver,100.0,606,0,0,1,606,2008504,2009109,0.0,1120.0,group1755,3206-3,3206-3_02273
3451,group4676|3206-3|3206-3_02274,unitig_0_chrom|quiver,100.0,402,0,0,1,402,2009620,2009219,0.0,743.0,group4676,3206-3,3206-3_02274
3452,group4677|3206-3|3206-3_02275,unitig_0_chrom|quiver,100.0,987,0,0,1,987,2009767,2010753,0.0,1823.0,group4677,3206-3,3206-3_02275
3453,group4678|3206-3|3206-3_02276,unitig_0_chrom|quiver,100.0,2199,0,0,1,2199,2013025,2010827,0.0,4061.0,group4678,3206-3,3206-3_02276
3454,group4679|3206-3|3206-3_02277,unitig_0_chrom|quiver,100.0,999,0,0,1,999,2014119,2013121,0.0,1845.0,group4679,3206-3,3206-3_02277
3455,group4680|3206-3|3206-3_02278,unitig_0_chrom|quiver,100.0,276,0,0,1,276,2014730,2014455,3.53e-145,510.0,group4680,3206-3,3206-3_02278
3456,group4681|3206-3|3206-3_02279,unitig_0_chrom|quiver,100.0,2418,0,0,1,2418,2017354,2014937,0.0,4466.0,group4681,3206-3,3206-3_02279
3457,group4682|3206-3|3206-3_02280,unitig_0_chrom|quiver,100.0,1278,0,0,1,1278,2019035,2017758,0.0,2361.0,group4682,3206-3,3206-3_02280
3458,group4683|3206-3|3206-3_02281,unitig_0_chrom|quiver,100.0,630,0,0,1,630,2019968,2019339,0.0,1164.0,group4683,3206-3,3206-3_02281
3459,group4684|3206-3|3206-3_02282,unitig_0_chrom|quiver,100.0,1254,0,0,1,1254,2020405,2021658,0.0,2316.0,group4684,3206-3,3206-3_02282
3460,group4685|3206-3|3206-3_02283,unitig_0_chrom|quiver,100.0,1245,0,0,1,1245,2021718,2022962,0.0,2300.0,group4685,3206-3,3206-3_02283
3258,group4449|3206-3|3206-3_06772,unitig_0_chrom|quiver,97.5,40,1,0,104,143,2023627,2023588,1.09e-11,69.4,group4449,3206-3,3206-3_06772
3461,group4688|3206-3|3206-3_02288,unitig_0_chrom|quiver,100.0,2130,0,0,1,2130,2029324,2027195,0.0,3934.0,group4688,3206-3,3206-3_02288
3462,group4689|3206-3|3206-3_02289,unitig_0_chrom|quiver,100.0,417,0,0,1,417,2029972,2029556,0.0,771.0,group4689,3206-3,3206-3_02289
3463,group4690|3206-3|3206-3_02325,unitig_0_chrom|quiver,100.0,1284,0,0,1,1284,2064636,2063353,0.0,2372.0,group4690,3206-3,3206-3_02325
3464,group4691|3206-3|3206-3_02326,unitig_0_chrom|quiver,100.0,429,0,0,1,429,2065182,2064754,0.0,793.0,group4691,3206-3,3206-3_02326
3465,group4692|3206-3|3206-3_02327,unitig_0_chrom|quiver,100.0,324,0,0,1,324,2065321,2065644,8.7e-172,599.0,group4692,3206-3,3206-3_02327
3466,group4693|3206-3|3206-3_02328,unitig_0_chrom|quiver,100.0,837,0,0,1,837,2066120,2066956,0.0,1546.0,group4693,3206-3,3206-3_02328
2578,group359|3206-3|3206-3_02329,unitig_0_chrom|quiver,100.0,831,0,0,1,831,2067837,2067007,0.0,1535.0,group359,3206-3,3206-3_02329
2568,group358|3206-3|3206-3_02330,unitig_0_chrom|quiver,100.0,231,0,0,1,231,2068163,2067933,3.02e-120,427.0,group358,3206-3,3206-3_02330
2557,group357|3206-3|3206-3_02331,unitig_0_chrom|quiver,100.0,879,0,0,1,879,2068257,2069135,0.0,1624.0,group357,3206-3,3206-3_02331
2546,group356|3206-3|3206-3_02332,unitig_0_chrom|quiver,100.0,465,0,0,1,465,2069449,2069913,0.0,859.0,group356,3206-3,3206-3_02332
2538,group355|3206-3|3206-3_02333,unitig_0_chrom|quiver,100.0,468,0,0,1,468,2069915,2070382,0.0,865.0,group355,3206-3,3206-3_02333
2532,group354|3206-3|3206-3_02334,unitig_0_chrom|quiver,100.0,1188,0,0,1,1188,2070690,2071877,0.0,2194.0,group354,3206-3,3206-3_02334
2521,group353|3206-3|3206-3_02335,unitig_0_chrom|quiver,100.0,963,0,0,1,963,2072100,2073062,0.0,1779.0,group353,3206-3,3206-3_02335
2510,group352|3206-3|3206-3_02336,unitig_0_chrom|quiver,100.0,933,0,0,1,933,2073123,2074055,0.0,1724.0,group352,3206-3,3206-3_02336
2499,group351|3206-3|3206-3_02337,unitig_0_chrom|quiver,100.0,792,0,0,1,792,2074239,2075030,0.0,1463.0,group351,3206-3,3206-3_02337
2488,group350|3206-3|3206-3_02338,unitig_0_chrom|quiver,100.0,1104,0,0,1,1104,2076163,2075060,0.0,2039.0,group350,3206-3,3206-3_02338
2481,group349|3206-3|3206-3_02339,unitig_0_chrom|quiver,100.0,210,0,0,1,210,2076279,2076488,1.28e-108,388.0,group349,3206-3,3206-3_02339
2470,group348|3206-3|3206-3_02340,unitig_0_chrom|quiver,100.0,1242,0,0,1,1242,2076712,2077953,0.0,2294.0,group348,3206-3,3206-3_02340
2463,group347|3206-3|3206-3_02341,unitig_0_chrom|quiver,100.0,2181,0,0,1,2181,2080138,2077958,0.0,4028.0,group347,3206-3,3206-3_02341
2452,group346|3206-3|3206-3_02342,unitig_0_chrom|quiver,100.0,576,0,0,1,576,2080328,2080903,0.0,1064.0,group346,3206-3,3206-3_02342
2440,group345|3206-3|3206-3_02343,unitig_0_chrom|quiver,100.0,1182,0,0,1,1182,2080907,2082088,0.0,2183.0,group345,3206-3,3206-3_02343
2429,group344|3206-3|3206-3_02344,unitig_0_chrom|quiver,100.0,1581,0,0,1,1581,2082145,2083725,0.0,2920.0,group344,3206-3,3206-3_02344
2418,group343|3206-3|3206-3_02345,unitig_0_chrom|quiver,100.0,1245,0,0,1,1245,2083722,2084966,0.0,2300.0,group343,3206-3,3206-3_02345
2407,group342|3206-3|3206-3_02346,unitig_0_chrom|quiver,100.0,834,0,0,1,834,2085827,2084994,0.0,1541.0,group342,3206-3,3206-3_02346
2396,group341|3206-3|3206-3_02347,unitig_0_chrom|quiver,100.0,894,0,0,1,894,2086720,2085827,0.0,1652.0,group341,3206-3,3206-3_02347
2385,group340|3206-3|3206-3_02348,unitig_0_chrom|quiver,100.0,1338,0,0,1,1338,2088184,2086847,0.0,2471.0,group340,3206-3,3206-3_02348
2374,group339|3206-3|3206-3_02349,unitig_0_chrom|quiver,100.0,615,0,0,1,615,2088361,2088975,0.0,1136.0,group339,3206-3,3206-3_02349
2363,group338|3206-3|3206-3_02350,unitig_0_chrom|quiver,100.0,1182,0,0,1,1182,2089386,2090567,0.0,2183.0,group338,3206-3,3206-3_02350
2354,group337|3206-3|3206-3_02351,unitig_0_chrom|quiver,100.0,294,0,0,1,294,2090641,2090934,3.72e-155,544.0,group337,3206-3,3206-3_02351
2343,group336|3206-3|3206-3_02352,unitig_0_chrom|quiver,100.0,150,0,0,1,150,2091026,2091175,1.98e-75,278.0,group336,3206-3,3206-3_02352
2332,group335|3206-3|3206-3_02353,unitig_0_chrom|quiver,100.0,213,0,0,1,213,2091391,2091179,2.8e-110,394.0,group335,3206-3,3206-3_02353
2320,group334|3206-3|3206-3_02354,unitig_0_chrom|quiver,100.0,246,0,0,1,246,2091577,2091822,1.48e-128,455.0,group334,3206-3,3206-3_02354
2309,group333|3206-3|3206-3_02355,unitig_0_chrom|quiver,100.0,213,0,0,1,213,2092040,2091828,2.8e-110,394.0,group333,3206-3,3206-3_02355
2298,group332|3206-3|3206-3_02356,unitig_0_chrom|quiver,100.0,633,0,0,1,633,2092574,2093206,0.0,1170.0,group332,3206-3,3206-3_02356
2296,group331|3206-3|3206-3_02358,unitig_0_chrom|quiver,100.0,669,0,0,1,669,2094238,2093570,0.0,1236.0,group331,3206-3,3206-3_02358
2284,group330|3206-3|3206-3_02359,unitig_0_chrom|quiver,100.0,2355,0,0,1,2355,2096708,2094354,0.0,4349.0,group330,3206-3,3206-3_02359
2277,group329|3206-3|3206-3_02360,unitig_0_chrom|quiver,100.0,1047,0,0,1,1047,2097751,2096705,0.0,1934.0,group329,3206-3,3206-3_02360
2270,group328|3206-3|3206-3_02361,unitig_0_chrom|quiver,100.0,2463,0,0,1,2463,2100210,2097748,0.0,4549.0,group328,3206-3,3206-3_02361
2260,group327|3206-3|3206-3_02362,unitig_0_chrom|quiver,100.0,2193,0,0,1,2193,2102399,2100207,0.0,4050.0,group327,3206-3,3206-3_02362
2249,group326|3206-3|3206-3_02363,unitig_0_chrom|quiver,100.0,981,0,0,1,981,2103551,2102571,0.0,1812.0,group326,3206-3,3206-3_02363
2238,group325|3206-3|3206-3_02364,unitig_0_chrom|quiver,100.0,315,0,0,1,315,2103877,2104191,8.5e-167,582.0,group325,3206-3,3206-3_02364
2227,group324|3206-3|3206-3_02365,unitig_0_chrom|quiver,100.0,1647,0,0,1,1647,2105877,2104231,0.0,3042.0,group324,3206-3,3206-3_02365
2216,group323|3206-3|3206-3_02366,unitig_0_chrom|quiver,100.0,360,0,0,1,360,2106243,2106602,0.0,665.0,group323,3206-3,3206-3_02366
2205,group322|3206-3|3206-3_02367,unitig_0_chrom|quiver,100.0,540,0,0,1,540,2107151,2106612,0.0,998.0,group322,3206-3,3206-3_02367
2194,group321|3206-3|3206-3_02368,unitig_0_chrom|quiver,100.0,339,0,0,1,339,2107641,2107303,4.19e-180,627.0,group321,3206-3,3206-3_02368
2166,group320|3206-3|3206-3_02369,unitig_0_chrom|quiver,100.0,996,0,0,1,996,2108745,2107750,0.0,1840.0,group320,3206-3,3206-3_02369
2155,group319|3206-3|3206-3_02370,unitig_0_chrom|quiver,100.0,1047,0,0,1,1047,2109788,2108742,0.0,1934.0,group319,3206-3,3206-3_02370
2154,group318|3206-3|3206-3_02371,unitig_0_chrom|quiver,100.0,555,0,0,1,555,2110441,2109887,0.0,1026.0,group318,3206-3,3206-3_02371
2153,group317|3206-3|3206-3_02372,unitig_0_chrom|quiver,100.0,534,0,0,1,534,2110986,2110453,0.0,987.0,group317,3206-3,3206-3_02372
2152,group316|3206-3|3206-3_02373,unitig_0_chrom|quiver,100.0,534,0,0,1,534,2111231,2111764,0.0,987.0,group316,3206-3,3206-3_02373
2149,group315|3206-3|3206-3_02374,unitig_0_chrom|quiver,100.0,2139,0,0,1,2139,2114000,2111862,0.0,3951.0,group315,3206-3,3206-3_02374
2138,group314|3206-3|3206-3_02375,unitig_0_chrom|quiver,100.0,483,0,0,1,483,2114681,2114199,0.0,893.0,group314,3206-3,3206-3_02375
2127,group313|3206-3|3206-3_02376,unitig_0_chrom|quiver,100.0,456,0,0,1,456,2115140,2114685,0.0,843.0,group313,3206-3,3206-3_02376
2116,group312|3206-3|3206-3_02377,unitig_0_chrom|quiver,100.0,360,0,0,1,360,2115488,2115847,0.0,665.0,group312,3206-3,3206-3_02377
2105,group311|3206-3|3206-3_02378,unitig_0_chrom|quiver,100.0,504,0,0,1,504,2116067,2116570,0.0,931.0,group311,3206-3,3206-3_02378
